make all
make[1]: 正在进入目录 `/home/ugeeker/dev/HPC/parallel-ray-tracing/src'
g++ -g -O2 -fopenmp -o ../bin/prt main.cpp  ../bin/attribute.o  ../bin/bvhtree.o  ../bin/camera.o  ../bin/common.o  ../bin/line.o  ../bin/plane.o  ../bin/pnt.o  ../bin/triangle.o -I/usr/include/opencv -lopencv_core -lopencv_imgproc -lopencv_highgui
make[1]:正在离开目录 `/home/ugeeker/dev/HPC/parallel-ray-tracing/src'
../bin/prt
172, 210
173, 206
211, 119
210, 112
209, 106
208, 102
206, 98
205, 94
202, 90
198, 86
195, 82
192, 78
190, 74
188, 69
186, 65
184, 61
181, 57
177, 52
180, 45
180, 42
180, 39
180, 35
180, 31
186, 26
187, 25
187, 23
188, 21
188, 20
188, 18
190, 17
191, 15
197, 15
235, 23
234, 21
234, 19
171, 235
175, 220
177, 214
180, 208
206, 122
205, 115
203, 111
202, 107
200, 103
199, 99
198, 95
195, 91
192, 87
190, 83
188, 78
186, 74
184, 70
182, 66
180, 61
177, 57
174, 53
173, 47
175, 41
175, 37
175, 34
177, 30
184, 24
184, 23
184, 21
185, 19
186, 18
188, 16
189, 15
190, 13
199, 13
253, 13
241, 19
239, 17
173, 252
180, 223
183, 217
185, 210
200, 125
199, 119
197, 115
196, 112
195, 108
193, 104
192, 100
191, 95
190, 91
188, 87
186, 83
184, 79
182, 75
180, 70
178, 66
176, 62
174, 58
170, 53
166, 49
168, 42
170, 36
170, 33
174, 28
181, 22
182, 21
183, 19
184, 18
186, 16
187, 15
188, 13
190, 11
201, 12
251, 12
248, 17
238, 16
183, 236
188, 220
190, 214
193, 208
193, 124
192, 120
191, 116
189, 112
188, 108
187, 104
185, 100
184, 95
183, 91
182, 87
181, 83
180, 79
178, 75
176, 71
174, 67
172, 63
170, 58
166, 54
163, 50
184, 160
164, 37
165, 32
171, 26
174, 23
181, 19
182, 17
184, 16
185, 14
186, 13
188, 11
189, 10
203, 10
248, 11
254, 15
236, 15
186, 254
193, 224
195, 219
198, 213
200, 208
201, 206
185, 121
184, 117
183, 112
182, 108
180, 104
179, 100
178, 95
176, 91
175, 87
174, 83
173, 79
172, 75
171, 71
170, 67
168, 63
166, 59
163, 55
158, 50
191, 161
189, 157
188, 154
162, 28
165, 25
169, 21
172, 18
183, 14
184, 12
186, 11
187, 9
188, 8
204, 9
246, 10
132, 12
235, 14
195, 244
200, 223
202, 218
205, 212
206, 209
207, 207
208, 205
209, 203
176, 114
175, 109
173, 104
172, 100
171, 96
170, 91
169, 87
168, 83
167, 79
166, 75
165, 71
163, 67
162, 63
161, 59
158, 55
198, 165
197, 162
196, 158
195, 155
161, 26
163, 23
164, 21
165, 19
166, 17
169, 14
185, 9
186, 7
187, 6
206, 8
243, 9
132, 10
234, 13
202, 241
207, 223
210, 217
212, 212
213, 210
214, 208
215, 206
216, 203
216, 201
167, 111
166, 106
165, 101
164, 97
163, 93
162, 89
161, 85
160, 81
159, 77
158, 73
157, 69
156, 64
155, 60
152, 55
204, 166
203, 163
202, 159
201, 156
200, 152
162, 21
163, 19
164, 17
165, 15
167, 12
168, 10
185, 5
187, 4
208, 6
241, 8
133, 9
232, 12
210, 238
214, 222
217, 216
218, 213
219, 211
220, 208
221, 206
222, 204
223, 202
224, 200
159, 108
158, 103
157, 98
156, 94
155, 91
154, 87
153, 83
152, 78
151, 73
151, 69
150, 64
149, 60
146, 55
211, 167
209, 164
208, 160
207, 157
206, 154
205, 150
162, 17
164, 14
165, 12
166, 10
167, 8
168, 6
169, 4
170, 3
239, 7
133, 8
231, 12
218, 234
222, 221
224, 216
225, 214
226, 211
227, 209
228, 207
229, 205
229, 203
230, 201
231, 199
151, 104
150, 100
149, 96
148, 92
147, 87
147, 83
146, 78
145, 74
144, 69
144, 64
143, 60
218, 172
217, 168
216, 165
215, 161
214, 158
213, 154
212, 151
162, 14
163, 12
164, 10
165, 8
166, 6
167, 5
168, 4
168, 2
146, 1
134, 6
231, 10
225, 232
229, 221
231, 216
231, 214
232, 212
233, 210
234, 208
235, 206
236, 204
237, 202
238, 200
238, 197
238, 195
237, 192
235, 190
234, 188
233, 186
231, 184
230, 182
228, 180
227, 177
226, 175
224, 172
223, 169
222, 165
221, 162
220, 158
219, 154
218, 151
217, 147
162, 10
163, 8
164, 7
164, 6
165, 5
166, 3
167, 2
142, 2
134, 5
231, 9
227, 251
233, 229
236, 220
237, 217
238, 215
239, 213
240, 211
241, 209
242, 207
242, 204
242, 202
242, 199
242, 197
241, 194
241, 192
241, 189
240, 187
239, 185
238, 183
236, 181
235, 178
233, 176
232, 174
231, 172
230, 169
229, 165
228, 162
227, 158
226, 155
225, 151
224, 147
223, 144
161, 8
162, 7
163, 5
163, 4
164, 3
165, 2
137, 2
135, 4
232, 8
235, 248
241, 226
243, 220
244, 218
244, 216
245, 214
246, 212
246, 209
246, 207
246, 204
246, 202
245, 199
245, 197
245, 194
245, 192
245, 189
245, 187
244, 184
244, 182
243, 180
241, 177
240, 175
238, 173
237, 171
236, 168
235, 165
235, 162
234, 158
233, 155
232, 151
231, 148
230, 144
229, 140
228, 137
161, 5
162, 4
162, 3
163, 2
137, 4
136, 2
232, 7
243, 245
248, 224
249, 221
250, 219
250, 217
250, 214
250, 212
250, 209
250, 207
250, 204
249, 202
249, 199
249, 197
249, 194
249, 192
248, 189
248, 187
248, 184
248, 182
248, 179
247, 177
246, 174
245, 172
244, 170
242, 168
242, 165
241, 161
240, 158
240, 155
239, 151
238, 148
237, 144
236, 141
235, 137
234, 133
157, 10
156, 7
161, 1
154, 4
153, 3
232, 6
198, 5
250, 242
255, 224
254, 221
254, 219
254, 216
254, 214
254, 211
254, 209
253, 206
253, 204
253, 201
253, 199
253, 196
252, 194
252, 191
252, 189
232, 67
229, 60
227, 57
226, 55
226, 53
227, 51
227, 49
227, 48
228, 46
228, 44
228, 42
229, 40
229, 38
245, 151
245, 148
244, 144
243, 141
242, 137
241, 133
158, 8
158, 6
157, 5
156, 4
155, 2
154, 1
200, 4
132, 239
135, 223
135, 220
136, 217
136, 215
136, 212
135, 210
135, 208
134, 205
134, 203
133, 200
133, 198
133, 196
132, 193
231, 80
228, 69
226, 66
223, 63
220, 60
218, 58
217, 55
218, 54
218, 52
218, 50
219, 48
219, 46
219, 44
220, 42
220, 41
221, 39
221, 37
221, 34
222, 31
223, 29
224, 27
225, 26
159, 6
158, 5
158, 4
157, 2
156, 1
184, 1
135, 254
139, 234
141, 222
142, 219
142, 216
143, 213
143, 211
144, 208
144, 205
144, 203
143, 201
143, 198
142, 196
230, 94
227, 83
224, 75
222, 72
219, 69
217, 66
214, 64
212, 61
209, 58
209, 56
209, 54
209, 52
210, 50
210, 48
211, 47
211, 45
211, 42
212, 38
212, 34
213, 31
214, 29
215, 28
215, 26
216, 25
217, 23
219, 21
159, 4
158, 2
158, 1
142, 250
146, 230
148, 221
149, 218
149, 215
150, 212
150, 210
150, 207
151, 204
151, 202
152, 199
230, 108
227, 96
223, 85
221, 81
218, 78
216, 75
213, 72
211, 69
208, 67
206, 64
203, 61
201, 58
200, 56
201, 54
201, 52
201, 49
202, 46
202, 42
203, 38
203, 34
204, 31
205, 30
205, 28
207, 27
208, 25
209, 23
210, 21
211, 20
160, 2
159, 1
149, 246
153, 225
154, 220
155, 216
156, 214
156, 211
157, 208
157, 206
157, 203
158, 200
224, 110
223, 99
220, 90
217, 87
215, 84
212, 81
210, 78
207, 75
205, 73
202, 70
200, 67
197, 64
195, 61
192, 58
192, 54
193, 50
193, 46
193, 42
194, 38
194, 35
195, 32
196, 30
197, 28
198, 27
199, 25
201, 23
202, 22
203, 20
209, 18
154, 253
156, 242
160, 224
161, 220
162, 215
162, 212
163, 210
163, 207
164, 204
164, 202
219, 112
217, 101
215, 95
213, 92
211, 89
208, 86
205, 83
203, 80
200, 77
198, 74
195, 71
193, 68
191, 65
189, 61
187, 57
186, 53
187, 49
187, 45
188, 41
188, 37
188, 33
190, 30
191, 28
192, 27
192, 25
193, 23
193, 22
195, 20
196, 18
210, 17
161, 249
163, 238
167, 223
168, 219
168, 215
169, 211
170, 209
170, 206
170, 203
213, 114
211, 103
209, 100
208, 97
206, 93
204, 90
201, 88
199, 85
196, 82
193, 79
192, 75
190, 72
188, 68
186, 64
184, 61
182, 57
179, 52
181, 48
182, 44
182, 40
182, 36
183, 32
186, 29
188, 27
188, 25
189, 23
189, 22
190, 20
190, 18
192, 17
210, 16
226, 27
168, 245
171, 235
173, 222
174, 218
175, 214
176, 210
176, 207
177, 205
207, 116
205, 109
204, 105
202, 102
200, 99
199, 95
197, 92
194, 89
192, 86
190, 82
188, 78
187, 75
185, 71
183, 67
181, 64
179, 60
177, 56
173, 52
174, 47
176, 43
176, 39
177, 35
177, 31
181, 28
184, 25
185, 23
185, 22
186, 20
187, 18
189, 16
191, 14
211, 14
230, 25
228, 24
225, 22
174, 251
176, 241
178, 230
180, 221
181, 217
182, 213
182, 209
183, 206
201, 118
200, 114
198, 111
196, 107
195, 104
193, 101
192, 97
191, 94
189, 89
187, 85
185, 82
183, 78
182, 74
180, 70
178, 67
176, 63
174, 59
171, 55
168, 51
167, 46
169, 42
171, 38
171, 34
172, 30
176, 27
179, 24
181, 21
183, 20
185, 18
186, 16
188, 14
190, 12
212, 13
236, 23
235, 22
233, 20
181, 247
183, 237
185, 226
186, 220
187, 216
188, 212
189, 208
196, 123
194, 119
193, 116
192, 112
191, 109
189, 106
188, 102
187, 99
186, 96
184, 92
182, 87
180, 82
178, 78
177, 74
175, 70
173, 66
171, 63
169, 59
166, 55
162, 50
185, 167
162, 41
164, 37
165, 33
168, 29
171, 26
173, 23
176, 21
182, 17
184, 15
185, 13
187, 11
189, 9
213, 12
244, 21
243, 19
241, 18
186, 253
188, 243
190, 233
192, 224
193, 220
194, 216
195, 212
196, 208
196, 206
189, 121
188, 118
187, 114
186, 111
184, 107
183, 104
182, 101
181, 97
180, 94
178, 90
176, 85
174, 80
172, 76
170, 71
168, 66
166, 62
164, 58
161, 54
157, 50
192, 167
192, 165
191, 162
191, 159
162, 28
164, 26
167, 23
170, 20
172, 18
175, 15
185, 11
186, 9
188, 7
214, 10
253, 9
251, 17
249, 15
193, 251
195, 242
197, 233
198, 225
199, 221
200, 217
201, 213
202, 209
203, 207
203, 205
182, 119
181, 116
180, 113
179, 109
178, 106
177, 103
176, 99
175, 96
173, 92
171, 87
169, 83
167, 78
165, 73
163, 69
161, 63
159, 58
155, 55
200, 170
200, 168
199, 165
199, 162
198, 159
197, 156
162, 24
164, 21
165, 19
167, 17
169, 15
171, 12
185, 7
187, 5
215, 9
250, 8
132, 14
131, 11
206, 17
199, 252
201, 244
203, 235
205, 227
206, 222
207, 218
208, 214
209, 211
209, 209
210, 207
211, 205
211, 203
174, 114
173, 111
172, 107
171, 104
170, 101
169, 97
168, 94
167, 90
164, 85
162, 79
159, 74
157, 69
155, 64
153, 59
149, 55
207, 170
207, 168
206, 165
206, 162
205, 159
205, 156
161, 21
163, 19
164, 16
165, 14
167, 12
168, 10
170, 8
186, 2
216, 8
247, 7
133, 12
131, 10
208, 16
206, 254
208, 245
210, 237
211, 229
213, 223
214, 219
215, 215
215, 212
216, 210
217, 208
217, 206
218, 204
218, 202
219, 200
166, 109
165, 106
164, 102
163, 99
162, 95
160, 90
157, 85
155, 80
153, 75
151, 70
148, 65
146, 60
143, 56
215, 170
214, 168
213, 165
213, 162
212, 159
212, 156
212, 153
162, 16
163, 14
164, 12
166, 9
167, 7
169, 5
170, 4
170, 3
243, 6
134, 10
253, 9
211, 14
215, 247
216, 238
218, 230
219, 224
220, 220
221, 216
222, 213
223, 211
223, 210
224, 208
224, 206
225, 204
226, 202
226, 200
159, 107
158, 104
157, 101
155, 96
153, 91
151, 86
148, 81
146, 76
144, 71
142, 66
140, 61
222, 173
222, 171
221, 168
221, 165
221, 162
220, 159
220, 156
220, 153
219, 151
162, 11
163, 9
165, 7
166, 5
167, 4
167, 4
168, 3
144, 2
135, 8
250, 8
213, 13
221, 248
223, 240
225, 232
226, 225
227, 221
228, 217
229, 215
229, 213
230, 211
230, 209
231, 207
232, 205
232, 203
233, 201
234, 199
234, 197
151, 102
149, 97
146, 92
233, 188
232, 186
231, 183
230, 181
230, 178
229, 176
228, 173
229, 171
229, 168
229, 165
229, 162
229, 159
228, 156
228, 153
228, 151
227, 148
162, 7
163, 6
164, 5
164, 4
165, 3
166, 2
138, 2
135, 7
248, 7
215, 12
228, 250
230, 241
231, 234
233, 227
234, 222
235, 218
235, 216
236, 214
236, 212
237, 210
238, 208
238, 206
239, 204
239, 203
240, 200
240, 198
239, 195
239, 193
239, 190
238, 188
238, 185
237, 183
236, 180
236, 178
235, 176
234, 173
230, 46
229, 44
228, 43
227, 42
226, 41
225, 39
224, 38
223, 37
222, 35
221, 32
221, 30
161, 4
162, 4
163, 3
164, 2
222, 22
136, 5
245, 6
217, 10
235, 251
236, 243
238, 236
239, 228
240, 223
241, 220
242, 218
242, 216
243, 214
244, 212
244, 210
244, 208
244, 205
244, 203
244, 200
244, 198
244, 195
244, 193
244, 190
232, 63
228, 57
226, 55
225, 54
224, 52
223, 51
222, 50
221, 48
220, 47
219, 46
218, 45
217, 43
216, 42
215, 40
213, 37
212, 34
212, 31
212, 30
212, 28
212, 26
161, 2
161, 1
222, 20
137, 3
243, 4
218, 9
241, 253
243, 245
244, 237
246, 230
247, 224
248, 221
248, 219
249, 217
249, 215
249, 212
249, 210
249, 207
249, 205
249, 202
248, 200
248, 197
248, 195
248, 192
231, 80
227, 72
223, 67
219, 61
216, 56
215, 55
214, 54
213, 53
212, 51
211, 50
209, 49
208, 47
207, 45
206, 42
205, 39
204, 36
203, 33
203, 31
203, 29
204, 27
206, 25
207, 23
208, 21
223, 19
153, 3
152, 2
218, 7
248, 254
249, 247
251, 239
252, 232
254, 225
254, 222
254, 220
254, 217
254, 215
253, 212
253, 210
253, 207
253, 205
253, 202
253, 200
253, 197
253, 195
231, 98
226, 90
222, 82
218, 77
214, 71
211, 66
207, 61
204, 57
203, 55
202, 54
201, 53
200, 51
199, 48
198, 44
197, 41
196, 38
195, 35
194, 32
195, 30
197, 28
198, 26
200, 24
201, 21
202, 19
224, 18
224, 23
154, 2
180, 3
131, 248
133, 240
136, 233
138, 225
139, 222
140, 220
141, 218
143, 215
144, 213
145, 211
147, 209
148, 206
149, 204
151, 202
152, 200
229, 112
224, 104
220, 96
216, 90
213, 85
209, 80
206, 75
202, 70
199, 65
195, 60
193, 56
192, 53
192, 49
191, 46
190, 43
189, 40
189, 37
188, 33
191, 31
192, 29
192, 26
193, 24
194, 22
195, 20
197, 18
225, 17
231, 21
220, 21
142, 248
144, 240
147, 233
149, 225
150, 222
151, 220
151, 217
153, 215
154, 213
155, 211
157, 208
158, 206
159, 204
161, 202
221, 115
217, 107
213, 100
211, 95
208, 89
205, 84
201, 79
198, 74
194, 69
191, 64
188, 59
186, 56
186, 51
185, 48
184, 45
184, 41
183, 38
182, 35
181, 32
187, 29
189, 27
190, 25
190, 23
191, 21
192, 19
193, 16
226, 16
237, 19
222, 19
151, 250
155, 241
157, 233
160, 225
161, 222
161, 220
162, 217
163, 215
164, 213
165, 210
167, 208
168, 206
169, 204
213, 118
209, 110
207, 104
205, 99
204, 93
201, 88
197, 83
193, 78
190, 73
187, 68
184, 64
181, 59
179, 56
177, 53
178, 48
178, 43
177, 40
177, 37
176, 33
178, 31
183, 28
187, 26
187, 24
188, 22
188, 19
190, 17
192, 15
226, 15
244, 17
222, 18
161, 252
165, 242
168, 233
171, 225
171, 222
172, 220
173, 217
174, 215
175, 213
176, 210
177, 208
178, 206
206, 121
202, 114
201, 109
199, 103
198, 98
196, 92
193, 87
190, 83
187, 78
184, 73
181, 68
178, 63
175, 58
172, 55
170, 53
168, 50
168, 45
171, 38
170, 35
169, 32
174, 29
179, 27
184, 24
185, 22
185, 20
187, 17
189, 15
191, 13
227, 14
251, 15
223, 17
170, 254
174, 244
178, 234
181, 225
182, 222
183, 220
184, 217
185, 215
185, 213
186, 210
187, 208
198, 124
196, 118
195, 113
193, 108
192, 102
190, 97
188, 92
186, 87
183, 82
180, 77
177, 72
174, 68
171, 63
168, 58
166, 55
164, 52
161, 50
160, 48
173, 162
163, 34
164, 30
170, 28
175, 25
181, 23
183, 20
185, 18
186, 16
188, 13
190, 11
228, 13
131, 11
223, 16
183, 246
188, 236
192, 226
193, 222
194, 220
194, 217
195, 215
196, 213
196, 210
197, 208
198, 206
188, 120
186, 113
185, 108
183, 103
181, 97
180, 92
177, 87
175, 82
172, 77
169, 72
167, 67
164, 62
162, 58
160, 55
158, 53
157, 51
182, 166
183, 163
184, 160
185, 156
163, 26
169, 24
175, 21
182, 18
184, 16
186, 14
188, 11
190, 9
229, 12
131, 10
223, 15
193, 248
197, 237
202, 226
203, 222
203, 220
204, 217
205, 215
205, 212
206, 210
206, 207
207, 205
208, 204
209, 203
176, 112
175, 104
173, 97
171, 92
169, 87
166, 82
164, 78
161, 75
159, 71
157, 66
156, 61
155, 57
154, 55
152, 53
192, 167
193, 164
194, 161
195, 157
161, 23
163, 21
165, 20
171, 17
183, 14
185, 12
187, 10
189, 7
230, 11
132, 9
224, 14
202, 247
207, 236
212, 225
212, 222
213, 220
214, 217
214, 215
215, 212
215, 210
216, 207
217, 205
218, 204
219, 202
220, 201
221, 200
164, 104
163, 96
160, 92
158, 89
155, 85
154, 80
153, 75
152, 69
151, 64
150, 59
149, 56
147, 54
202, 168
203, 165
204, 161
205, 158
206, 155
162, 18
164, 16
166, 15
168, 13
184, 10
186, 8
188, 5
230, 10
132, 8
224, 13
212, 247
216, 236
221, 225
222, 222
223, 220
224, 217
224, 215
224, 212
225, 209
225, 207
226, 205
227, 204
228, 202
229, 201
230, 200
231, 198
154, 104
152, 99
151, 94
150, 89
149, 83
148, 78
147, 73
146, 67
145, 62
144, 57
143, 55
212, 169
213, 166
214, 162
215, 158
215, 154
216, 150
162, 13
164, 12
166, 10
168, 8
186, 6
187, 4
231, 9
133, 6
225, 12
222, 246
226, 235
231, 224
232, 222
233, 219
233, 217
233, 214
234, 212
234, 209
235, 206
235, 205
237, 203
238, 202
239, 201
240, 199
240, 198
240, 194
240, 190
239, 188
237, 187
234, 185
232, 184
230, 183
141, 71
140, 66
139, 60
221, 173
222, 169
222, 165
223, 161
223, 157
224, 152
224, 148
224, 144
163, 8
165, 7
167, 5
168, 4
187, 2
232, 8
134, 5
225, 10
231, 246
236, 235
241, 224
242, 222
242, 219
242, 217
243, 214
243, 211
244, 209
244, 206
245, 204
246, 203
247, 202
247, 198
247, 195
247, 191
247, 188
247, 184
247, 181
247, 177
245, 176
242, 174
240, 173
238, 172
235, 170
234, 169
233, 167
231, 166
231, 163
231, 159
231, 155
232, 151
232, 146
233, 142
233, 138
162, 6
164, 5
165, 3
167, 2
143, 2
134, 4
225, 9
241, 245
246, 234
251, 224
251, 221
251, 219
252, 216
252, 214
253, 211
253, 208
253, 206
254, 203
254, 199
254, 196
254, 192
254, 189
254, 185
254, 182
253, 178
253, 175
253, 171
253, 168
253, 165
251, 163
250, 162
248, 161
247, 159
246, 158
244, 156
243, 155
242, 154
240, 152
240, 149
240, 145
241, 140
241, 136
242, 132
159, 11
162, 3
163, 2
137, 5
135, 2
226, 8
251, 245
126, 113
125, 107
124, 105
124, 103
124, 100
124, 98
124, 95
124, 93
124, 91
123, 88
124, 86
124, 83
124, 81
124, 79
124, 76
124, 74
124, 71
124, 69
124, 67
124, 64
124, 62
124, 60
124, 58
125, 57
125, 55
125, 53
126, 51
126, 49
254, 144
253, 142
252, 141
250, 140
249, 138
249, 134
160, 8
158, 6
157, 5
155, 4
136, 1
226, 7
198, 6
124, 120
122, 112
121, 107
121, 105
121, 103
121, 100
121, 98
121, 96
121, 94
120, 91
120, 88
120, 85
120, 83
120, 80
120, 78
120, 76
120, 73
120, 71
120, 69
120, 66
120, 64
120, 62
121, 60
121, 58
121, 56
121, 54
122, 52
122, 51
122, 49
123, 47
123, 45
123, 43
124, 41
124, 39
124, 37
160, 5
158, 4
156, 2
227, 4
202, 4
123, 126
121, 119
119, 112
118, 107
118, 105
118, 103
118, 100
118, 98
117, 96
117, 94
117, 91
117, 88
116, 85
117, 82
117, 80
117, 78
117, 75
117, 73
117, 70
117, 68
117, 66
117, 63
117, 61
117, 60
117, 58
118, 56
118, 54
118, 52
119, 50
119, 48
119, 47
120, 45
120, 43
120, 41
121, 39
121, 37
159, 2
227, 2
184, 1
119, 126
